,LeadID,ContaMediaAccount,Distance,SemDistCosine,SemDistHamming,SemDistCorrel,DistVIPHamming,WeightSem,Final,Final2,LeadLong,LeadLat,AgentLong,AgentLat,StoryLead,StoryAgent,VIPLeadStory,VIPAgentStory,MLDecision
4781,10120,122,263.2005668494457,0.9825932411192997,0.5444444444444445,0.6044883264557416,0.10000000000000009,0.8333333333333334,94.29392689675268,0.41358994684271744,-6.65942021,40.60410399,-6.803534196,42.96868436,"[8.0, 31.0, 10.0, 6.0, 8.0, 10.0, 2.0, 30.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 9.0, 6.0, 7.0, 30.0, 1.0]",['3.0' '3.0' '3.0' '3.0'],['0' '0' '1' '0'],0
4683,10118,104,171.8233876410626,0.9813362823168676,0.7666666666666668,1.0839959193558104,0.10000000000000009,0.9333333333333333,253.14986908103438,0.7894986738813131,-8.279471144,41.57045543,-7.363269908,42.95903,"[5.0, 45.0, 10.0, 1.0, 8.0, 12.0, 9.0, 30.0, 0.0]","[5.0, 43.0, 10.0, 1.0, 8.0, 1.0, 10.0, 30.0, 0.0]",['1.0' '1.0' '1.0' '1.0'],['9' '0' '0' '1'],0
4682,10118,103,46.83391184143886,0.9773051793112769,0.5444444444444445,0.9024710494435624,0.10000000000000009,0.6333333333333333,162.87792173407027,0.38070983044026685,-8.279471144,41.57045543,-7.923801582,41.89749354,"[5.0, 45.0, 10.0, 1.0, 8.0, 12.0, 9.0, 30.0, 0.0]","[5.0, 56.0, 10.0, 1.0, 17.0, 7.0, 7.0, 50.0, 0.0]",['1.0' '1.0' '1.0' '1.0'],['8' '2' '1' '1'],0
4712,10118,133,75.80026080708355,0.9641615581042148,0.43333333333333346,0.519465899713065,0.10000000000000009,0.9,132.30243951244765,0.332483240535272,-8.279471144,41.57045543,-7.419638133,41.34802412,"[5.0, 45.0, 10.0, 1.0, 8.0, 12.0, 9.0, 30.0, 0.0]","[5.0, 48.0, 10.0, 6.0, 1.0, 10.0, 8.0, 50.0, 0.0]",['1.0' '1.0' '1.0' '1.0'],['6' '2' '1' '0'],0
4690,10118,111,197.94111339812758,0.976247246627857,0.5444444444444445,0.5493666520233939,0.10000000000000009,0.9333333333333333,129.23016187525553,0.4452108624464109,-8.279471144,41.57045543,-7.692874653,39.84674497,"[5.0, 45.0, 10.0, 1.0, 8.0, 12.0, 9.0, 30.0, 0.0]","[5.0, 43.0, 10.0, 6.0, 10.0, 1.0, 7.0, 30.0, 0.0]",['1.0' '1.0' '1.0' '1.0'],['0' '0' '0' '0'],0
4696,10118,117,119.09164274103841,0.9698601794132318,0.5444444444444445,0.7326607052245788,0.10000000000000009,0.6333333333333333,128.25347916821553,0.35622116675865817,-8.279471144,41.57045543,-7.685035474,42.54631794,"[5.0, 45.0, 10.0, 1.0, 8.0, 12.0, 9.0, 30.0, 0.0]","[5.0, 56.0, 10.0, 1.0, 9.0, 1.0, 11.0, 50.0, 0.0]",['1.0' '1.0' '1.0' '1.0'],['5' '0' '0' '1'],0
4688,10118,109,202.55544380583606,0.9372179927081759,0.43333333333333346,0.34707133044982197,0.10000000000000009,0.9666666666666667,91.44120741854125,0.3246692771440523,-8.279471144,41.57045543,-7.031288239,43.14136073,"[5.0, 45.0, 10.0, 1.0, 8.0, 12.0, 9.0, 30.0, 0.0]","[5.0, 46.0, 10.0, 6.0, 9.0, 1.0, -1.0, 50.0, 0.0]",['1.0' '1.0' '1.0' '1.0'],['3' '0' '1' '1'],0
4647,10117,108,22.935890452946257,0.9881117081107974,0.5444444444444445,0.8321843070073583,0.10000000000000009,0.9,219.45203328066134,0.4818471275936149,-6.202930241,42.42042189,-6.038611305,42.25371008,"[2.0, 37.0, 2.0, 1.0, 11.0, 8.0, 11.0, 30.0, 0.0]","[2.0, 34.0, 2.0, 6.0, 13.0, 7.0, 6.0, 30.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['5' '1' '0' '1'],0
4670,10117,131,167.41765681716743,0.9869067283909497,0.6555555555555557,1.2095444049408057,0.10000000000000009,0.5333333333333333,147.58636878037353,0.4619957222639298,-6.202930241,42.42042189,-8.226109014,42.62970066,"[2.0, 37.0, 2.0, 1.0, 11.0, 8.0, 11.0, 30.0, 0.0]","[2.0, 51.0, 2.0, 1.0, 13.0, 4.0, 11.0, 50.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['6' '1' '1' '0'],0
4673,10117,134,175.10420079411765,0.9779041055382082,0.5444444444444445,0.5853291431199438,0.10000000000000009,0.6666666666666666,107.52866716858077,0.34898841639202377,-6.202930241,42.42042189,-8.219124684,41.92328694,"[2.0, 37.0, 2.0, 1.0, 11.0, 8.0, 11.0, 30.0, 0.0]","[2.0, 27.0, 2.0, 1.0, 1.0, 6.0, 5.0, 20.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['0' '2' '1' '0'],0
4623,10116,124,70.73872235074569,0.9567218010784755,0.6555555555555557,0.552366983574118,0.10000000000000009,0.9666666666666667,236.20311141468187,0.5709734982416539,-6.909965485,42.09237189,-6.655188721,42.70008095,"[5.0, 28.0, 10.0, 1.0, 11.0, 6.0, 9.0, 20.0, 0.0]","[5.0, 27.0, 10.0, 6.0, 2.0, 6.0, 4.0, 20.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['7' '0' '1' '0'],0
4622,10116,123,96.29052633736222,0.9672071558253305,0.6555555555555557,0.5630973768437783,0.10000000000000009,0.5,134.55965712536286,0.35340067114879214,-6.909965485,42.09237189,-7.94881965,41.70253802,"[5.0, 28.0, 10.0, 1.0, 11.0, 6.0, 9.0, 20.0, 0.0]","[5.0, 28.0, 5.0, 6.0, 11.0, 5.0, 2.0, 20.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['1' '2' '0' '1'],0
4603,10116,104,103.27930207565171,0.9745019511358496,0.5444444444444445,0.7478986092475688,0.10000000000000009,0.5,113.41756279573654,0.3058055359317922,-6.909965485,42.09237189,-7.363269908,42.95903,"[5.0, 28.0, 10.0, 1.0, 11.0, 6.0, 9.0, 20.0, 0.0]","[5.0, 43.0, 10.0, 1.0, 8.0, 1.0, 10.0, 30.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['9' '0' '0' '1'],0
4610,10116,111,258.205554296828,0.9713120834900607,0.43333333333333346,0.49665796821255764,0.10000000000000009,0.5,46.91755205213247,0.20958873937259587,-6.909965485,42.09237189,-7.692874653,39.84674497,"[5.0, 28.0, 10.0, 1.0, 11.0, 6.0, 9.0, 20.0, 0.0]","[5.0, 43.0, 10.0, 6.0, 10.0, 1.0, 7.0, 30.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['0' '0' '0' '0'],0
4628,10116,129,120.96640069336641,0.9205187756542089,0.5444444444444445,0.39121053078772355,0.10000000000000009,0,0.0,0.01946878525503411,-6.909965485,42.09237189,-8.36811147,41.98854273,"[5.0, 28.0, 10.0, 1.0, 11.0, 6.0, 9.0, 20.0, 0.0]","[5.0, 54.0, 2.0, 1.0, 11.0, 8.0, -1.0, 50.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['1' '2' '0' '1'],0
4613,10116,114,78.49711319108805,0.9873419996660011,0.3222222222222223,0.45932140493051987,0.10000000000000009,0,0.0,0.020530535473019498,-6.909965485,42.09237189,-7.849340089,41.98459123,"[5.0, 28.0, 10.0, 1.0, 11.0, 6.0, 9.0, 20.0, 0.0]","[8.0, 27.0, 10.0, 6.0, 13.0, 7.0, 10.0, 20.0, 1.0]",['10.0' '10.0' '10.0' '10.0'],['8' '1' '0' '1'],0
4612,10116,113,139.7703240382668,0.9031253074429498,0.3222222222222223,0.24802885080628775,0.10000000000000009,0,0.0,0.01897971748898632,-6.909965485,42.09237189,-6.336466908,40.91103743,"[5.0, 28.0, 10.0, 1.0, 11.0, 6.0, 9.0, 20.0, 0.0]","[10.0, 46.0, 10.0, 1.0, 2.0, 3.0, -1.0, 50.0, 1.0]",['10.0' '10.0' '10.0' '10.0'],['6' '0' '0' '1'],0
4611,10116,112,92.54315680086543,0.9695192095475061,0.3222222222222223,0.3886742289389194,0.10000000000000009,0,0.0,0.02018556026468264,-6.909965485,42.09237189,-7.095569613,41.27173559,"[5.0, 28.0, 10.0, 1.0, 11.0, 6.0, 9.0, 20.0, 0.0]","[10.0, 23.0, 10.0, 6.0, 13.0, 8.0, 6.0, 20.0, 1.0]",['10.0' '10.0' '10.0' '10.0'],['3' '2' '0' '1'],0
4621,10116,122,97.83097182603213,0.9842194393370383,0.43333333333333346,0.5612399084747226,0.10000000000000009,0,0.0,0.020054152392309375,-6.909965485,42.09237189,-6.803534196,42.96868436,"[5.0, 28.0, 10.0, 1.0, 11.0, 6.0, 9.0, 20.0, 0.0]","[8.0, 36.0, 10.0, 1.0, 9.0, 6.0, 7.0, 30.0, 1.0]",['10.0' '10.0' '10.0' '10.0'],['0' '0' '1' '0'],0
4625,10116,126,75.40834544515451,0.9713310887292826,0.3222222222222223,0.3781593490909207,0.10000000000000009,0,0.0,0.020605621916235516,-6.909965485,42.09237189,-6.875651556,41.41469164,"[5.0, 28.0, 10.0, 1.0, 11.0, 6.0, 9.0, 20.0, 0.0]","[10.0, 40.0, 2.0, 1.0, 17.0, 6.0, 10.0, 30.0, 1.0]",['10.0' '10.0' '10.0' '10.0'],['2' '0' '1' '0'],0
4624,10116,125,109.94778825788367,0.9301447070904146,0.43333333333333346,0.59733104611702,0.10000000000000009,0,0.0,0.019749739536057593,-6.909965485,42.09237189,-7.491552584,42.98347757,"[5.0, 28.0, 10.0, 1.0, 11.0, 6.0, 9.0, 20.0, 0.0]","[5.0, 47.0, 2.0, 1.0, 10.0, 7.0, 6.0, 50.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['1' '0' '0' '1'],0
4626,10116,127,83.1613538025296,0.9497944444482519,0.3222222222222223,0.39406763902283454,0.10000000000000009,0,0.0,0.020416626709558815,-6.909965485,42.09237189,-7.047363952,42.83335972,"[5.0, 28.0, 10.0, 1.0, 11.0, 6.0, 9.0, 20.0, 0.0]","[2.0, 40.0, 10.0, 6.0, 2.0, 4.0, 7.0, 30.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['9' '0' '1' '1'],0
4627,10116,128,97.16614288261206,0.9637896547740455,0.21111111111111125,0.34322477939446183,0.10000000000000009,0,0.0,0.0200707213900594,-6.909965485,42.09237189,-8.011604404,41.78885768,"[5.0, 28.0, 10.0, 1.0, 11.0, 6.0, 9.0, 20.0, 0.0]","[10.0, 55.0, 5.0, 1.0, 20.0, 8.0, 8.0, 50.0, 1.0]",['10.0' '10.0' '10.0' '10.0'],['4' '0' '0' '0'],0
4618,10116,119,186.96245455271617,0.9538972096950871,0.5444444444444445,0.5490787449478564,0.10000000000000009,0,0.0,0.017692867078212163,-6.909965485,42.09237189,-6.881616327,40.4111132,"[5.0, 28.0, 10.0, 1.0, 11.0, 6.0, 9.0, 20.0, 0.0]","[2.0, 21.0, 10.0, 1.0, 8.0, 5.0, -1.0, 20.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['1' '1' '0' '1'],0
4617,10116,118,85.9073294040109,0.9252601606539624,0.5444444444444445,0.36404165778656555,0.10000000000000009,0,0.0,0.020349267077612133,-6.909965485,42.09237189,-7.784839061,42.51453735,"[5.0, 28.0, 10.0, 1.0, 11.0, 6.0, 9.0, 20.0, 0.0]","[2.0, 57.0, 10.0, 1.0, 1.0, 1.0, 9.0, 50.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['6' '2' '0' '0'],0
4616,10116,117,81.2933456773497,0.9536909884712432,0.5444444444444445,0.5962352005905568,0.10000000000000009,0,0.0,0.0204623227988088,-6.909965485,42.09237189,-7.685035474,42.54631794,"[5.0, 28.0, 10.0, 1.0, 11.0, 6.0, 9.0, 20.0, 0.0]","[5.0, 56.0, 10.0, 1.0, 9.0, 1.0, 11.0, 50.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['5' '0' '0' '1'],0
4615,10116,116,23.759281645455207,0.9371239717551557,0.3222222222222223,0.36248530652062594,0.10000000000000009,0,0.0,0.02182294018583529,-6.909965485,42.09237189,-7.182759536,42.02430087,"[5.0, 28.0, 10.0, 1.0, 11.0, 6.0, 9.0, 20.0, 0.0]","[2.0, 54.0, 10.0, 6.0, 2.0, 7.0, 11.0, 50.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['4' '1' '0' '1'],0
4614,10116,115,107.80425364437428,0.9906526378397269,0.6555555555555557,1.028923568451151,0.10000000000000009,0,0.0,0.01980393259823982,-6.909965485,42.09237189,-8.216371286,42.11415529,"[5.0, 28.0, 10.0, 1.0, 11.0, 6.0, 9.0, 20.0, 0.0]","[2.0, 25.0, 10.0, 1.0, 11.0, 4.0, 5.0, 20.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['5' '0' '0' '0'],0
4619,10116,120,238.90346185297392,0.9775110117825867,0.3222222222222223,0.4098819321489522,0.10000000000000009,0,0.0,0.01615848192581921,-6.909965485,42.09237189,-7.937633742,40.08827301,"[5.0, 28.0, 10.0, 1.0, 11.0, 6.0, 9.0, 20.0, 0.0]","[8.0, 27.0, 10.0, 6.0, 13.0, 12.0, 8.0, 20.0, 1.0]",['10.0' '10.0' '10.0' '10.0'],['4' '0' '0' '1'],0
4620,10116,121,60.80377125412427,0.9527771558525852,0.3222222222222223,0.4445498511170616,0.10000000000000009,0,0.0,0.020957009060118187,-6.909965485,42.09237189,-7.561901975,42.34912347,"[5.0, 28.0, 10.0, 1.0, 11.0, 6.0, 9.0, 20.0, 0.0]","[5.0, 31.0, 2.0, 6.0, 13.0, 12.0, 6.0, 30.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['1' '2' '1' '1'],0
4560,10115,101,89.96545728343166,0.971272766844268,0.5444444444444445,0.38598007877229235,0.10000000000000009,0.7666666666666667,139.4438607323125,0.3603276353022553,-8.536989559,42.39018663,-8.508512416,41.58138476,"[10.0, 57.0, 10.0, 1.0, 18.0, 8.0, 2.0, 50.0, 1.0]","[10.0, 50.0, 10.0, 6.0, 2.0, 3.0, 7.0, 50.0, 1.0]",['10.0' '10.0' '10.0' '10.0'],['8' '2' '0' '0'],0
4566,10115,107,79.87429352335438,0.9942829626128822,0.5444444444444445,0.5727779233370225,0.10000000000000009,0.65,136.2848678723039,0.3448876583731036,-8.536989559,42.39018663,-7.795507059,41.92770916,"[10.0, 57.0, 10.0, 1.0, 18.0, 8.0, 2.0, 50.0, 1.0]","[8.0, 53.0, 10.0, 6.0, 18.0, 3.0, 5.0, 50.0, 1.0]",['10.0' '10.0' '10.0' '10.0'],['0' '2' '0' '0'],0
4572,10115,113,245.9094090593222,0.9721490921123382,0.6555555555555557,0.42330881031543416,0.10000000000000009,0.6333333333333333,95.19028129308961,0.3905714913103593,-8.536989559,42.39018663,-6.336466908,40.91103743,"[10.0, 57.0, 10.0, 1.0, 18.0, 8.0, 2.0, 50.0, 1.0]","[10.0, 46.0, 10.0, 1.0, 2.0, 3.0, -1.0, 50.0, 1.0]",['10.0' '10.0' '10.0' '10.0'],['6' '0' '0' '1'],0
4582,10115,123,90.58299168395519,0.9809486588945987,0.21111111111111125,0.27594970136244734,0.10000000000000009,0,0.0,0.02023405565664098,-8.536989559,42.39018663,-7.94881965,41.70253802,"[10.0, 57.0, 10.0, 1.0, 18.0, 8.0, 2.0, 50.0, 1.0]","[5.0, 28.0, 5.0, 6.0, 11.0, 5.0, 2.0, 20.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['1' '2' '0' '1'],0
4583,10115,124,157.96193028535157,0.9538214461295328,0.21111111111111125,0.24327799724284938,0.10000000000000009,0,0.0,0.018494271267466812,-8.536989559,42.39018663,-6.655188721,42.70008095,"[10.0, 57.0, 10.0, 1.0, 18.0, 8.0, 2.0, 50.0, 1.0]","[5.0, 27.0, 10.0, 6.0, 2.0, 6.0, 4.0, 20.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['7' '0' '1' '0'],0
4576,10115,117,72.00386798694558,0.9811257966579628,0.43333333333333346,0.3178031721713168,0.10000000000000009,0,0.0,0.020688067382263003,-8.536989559,42.39018663,-7.685035474,42.54631794,"[10.0, 57.0, 10.0, 1.0, 18.0, 8.0, 2.0, 50.0, 1.0]","[5.0, 56.0, 10.0, 1.0, 9.0, 1.0, 11.0, 50.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['5' '0' '0' '1'],0
4586,10115,127,131.48431808857248,0.9620625104230588,0.21111111111111125,0.2224150312525693,0.10000000000000009,0,0.0,0.01919676227678583,-8.536989559,42.39018663,-7.047363952,42.83335972,"[10.0, 57.0, 10.0, 1.0, 18.0, 8.0, 2.0, 50.0, 1.0]","[2.0, 40.0, 10.0, 6.0, 2.0, 4.0, 7.0, 30.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['9' '0' '1' '1'],0
4584,10115,125,107.95153231966611,0.983780834657843,0.3222222222222223,0.3390365153504061,0.10000000000000009,0,0.0,0.01980021382915684,-8.536989559,42.39018663,-7.491552584,42.98347757,"[10.0, 57.0, 10.0, 1.0, 18.0, 8.0, 2.0, 50.0, 1.0]","[5.0, 47.0, 2.0, 1.0, 10.0, 7.0, 6.0, 50.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['1' '0' '0' '1'],0
4585,10115,126,175.12276755731133,0.9752082635035406,0.43333333333333346,0.5178611242391293,0.10000000000000009,0,0.0,0.018024351096299934,-8.536989559,42.39018663,-6.875651556,41.41469164,"[10.0, 57.0, 10.0, 1.0, 18.0, 8.0, 2.0, 50.0, 1.0]","[10.0, 40.0, 2.0, 1.0, 17.0, 6.0, 10.0, 30.0, 1.0]",['10.0' '10.0' '10.0' '10.0'],['2' '0' '1' '0'],0
4574,10115,115,40.477595728093355,0.9732008947841384,0.3222222222222223,0.2865521585006991,0.10000000000000009,0,0.0,0.021436473690229618,-8.536989559,42.39018663,-8.216371286,42.11415529,"[10.0, 57.0, 10.0, 1.0, 18.0, 8.0, 2.0, 50.0, 1.0]","[2.0, 25.0, 10.0, 1.0, 11.0, 4.0, 5.0, 20.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['5' '0' '0' '0'],0
4564,10115,105,43.32818174136103,0.9758796656247497,0.3222222222222223,0.35970958184287005,0.10000000000000009,0,0.0,0.021369881100713663,-8.536989559,42.39018663,-8.233199449,42.70916776,"[10.0, 57.0, 10.0, 1.0, 18.0, 8.0, 2.0, 50.0, 1.0]","[2.0, 39.0, 10.0, 1.0, 20.0, 7.0, 7.0, 30.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['4' '2' '0' '0'],0
4571,10115,112,172.4170457628968,0.937359313594855,0.5444444444444445,0.44840084142314574,0.10000000000000009,0,0.0,0.018099252864057763,-8.536989559,42.39018663,-7.095569613,41.27173559,"[10.0, 57.0, 10.0, 1.0, 18.0, 8.0, 2.0, 50.0, 1.0]","[10.0, 23.0, 10.0, 6.0, 13.0, 8.0, 6.0, 20.0, 1.0]",['10.0' '10.0' '10.0' '10.0'],['3' '2' '0' '1'],0
4569,10115,110,93.40876343890561,0.9757323448637674,0.21111111111111125,0.25233497143952227,0.10000000000000009,0,0.0,0.020164107631162217,-8.536989559,42.39018663,-7.477429664,42.7005374,"[10.0, 57.0, 10.0, 1.0, 18.0, 8.0, 2.0, 50.0, 1.0]","[5.0, 24.0, 5.0, 1.0, 2.0, 5.0, 5.0, 20.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['6' '0' '1' '0'],0
4568,10115,109,148.6045385407746,0.9808715693995969,0.3222222222222223,0.23438271218543402,0.10000000000000009,0,0.0,0.01874554510968474,-8.536989559,42.39018663,-7.031288239,43.14136073,"[10.0, 57.0, 10.0, 1.0, 18.0, 8.0, 2.0, 50.0, 1.0]","[5.0, 46.0, 10.0, 6.0, 9.0, 1.0, -1.0, 50.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['3' '0' '1' '1'],0
4570,10115,111,291.5187075274534,0.9780665925980517,0.21111111111111125,0.24644705495769323,0.10000000000000009,0,0.0,0.014438881274965405,-8.536989559,42.39018663,-7.692874653,39.84674497,"[10.0, 57.0, 10.0, 1.0, 18.0, 8.0, 2.0, 50.0, 1.0]","[5.0, 43.0, 10.0, 6.0, 10.0, 1.0, 7.0, 30.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['0' '0' '0' '0'],0
4567,10115,108,205.95535426450888,0.9797832816387445,0.10000000000000009,0.2336818072210412,0.10000000000000009,0,0.0,0.017147730046145792,-8.536989559,42.39018663,-6.038611305,42.25371008,"[10.0, 57.0, 10.0, 1.0, 18.0, 8.0, 2.0, 50.0, 1.0]","[2.0, 34.0, 2.0, 6.0, 13.0, 7.0, 6.0, 30.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['5' '1' '0' '1'],0
4565,10115,106,63.31985773462865,0.9888445503953672,0.43333333333333346,0.48981168768196903,0.10000000000000009,0,0.0,0.020896893124705673,-8.536989559,42.39018663,-8.264957351,41.85767914,"[10.0, 57.0, 10.0, 1.0, 18.0, 8.0, 2.0, 50.0, 1.0]","[8.0, 50.0, 2.0, 6.0, 17.0, 3.0, 2.0, 50.0, 1.0]",['10.0' '10.0' '10.0' '10.0'],['9' '0' '0' '1'],0
4563,10115,104,114.9245841722918,0.9733081732351244,0.3222222222222223,0.2814211527683904,0.10000000000000009,0,0.0,0.019623338549485104,-8.536989559,42.39018663,-7.363269908,42.95903,"[10.0, 57.0, 10.0, 1.0, 18.0, 8.0, 2.0, 50.0, 1.0]","[5.0, 43.0, 10.0, 1.0, 8.0, 1.0, 10.0, 30.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['9' '0' '0' '1'],0
4581,10115,122,155.61554278417915,0.9884163014003696,0.43333333333333346,0.6174121610279203,0.10000000000000009,0,0.0,0.01855759836874968,-8.536989559,42.39018663,-6.803534196,42.96868436,"[10.0, 57.0, 10.0, 1.0, 18.0, 8.0, 2.0, 50.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 9.0, 6.0, 7.0, 30.0, 1.0]",['10.0' '10.0' '10.0' '10.0'],['0' '0' '1' '0'],0
4562,10115,103,74.54649598830957,0.9957973233771039,0.43333333333333346,0.5015104135442613,0.10000000000000009,0,0.0,0.020626524283351533,-8.536989559,42.39018663,-7.923801582,41.89749354,"[10.0, 57.0, 10.0, 1.0, 18.0, 8.0, 2.0, 50.0, 1.0]","[5.0, 56.0, 10.0, 1.0, 17.0, 7.0, 7.0, 50.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['8' '2' '1' '1'],0
4561,10115,102,72.39372124846419,0.9948317137089773,0.43333333333333346,0.7455286963150828,0.10000000000000009,0,0.0,0.020678643058758373,-8.536989559,42.39018663,-7.97872207,41.88768757,"[10.0, 57.0, 10.0, 1.0, 18.0, 8.0, 2.0, 50.0, 1.0]","[8.0, 55.0, 5.0, 6.0, 20.0, 10.0, 2.0, 50.0, 1.0]",['10.0' '10.0' '10.0' '10.0'],['5' '0' '0' '0'],0
4573,10115,114,72.41415880524454,0.9390220876410099,0.3222222222222223,0.39892533233053895,0.10000000000000009,0,0.0,0.020678148882207894,-8.536989559,42.39018663,-7.849340089,41.98459123,"[10.0, 57.0, 10.0, 1.0, 18.0, 8.0, 2.0, 50.0, 1.0]","[8.0, 27.0, 10.0, 6.0, 13.0, 7.0, 10.0, 20.0, 1.0]",['10.0' '10.0' '10.0' '10.0'],['8' '1' '0' '1'],0
4575,10115,116,118.72674730889929,0.9650483004497469,0.3222222222222223,0.2520190654256813,0.10000000000000009,0,0.0,0.019526219621091554,-8.536989559,42.39018663,-7.182759536,42.02430087,"[10.0, 57.0, 10.0, 1.0, 18.0, 8.0, 2.0, 50.0, 1.0]","[2.0, 54.0, 10.0, 6.0, 2.0, 7.0, 11.0, 50.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['4' '1' '0' '1'],0
4580,10115,121,80.2351583093554,0.9700618740040257,0.10000000000000009,0.24259887937001934,0.10000000000000009,0,0.0,0.020488163453336775,-8.536989559,42.39018663,-7.561901975,42.34912347,"[10.0, 57.0, 10.0, 1.0, 18.0, 8.0, 2.0, 50.0, 1.0]","[5.0, 31.0, 2.0, 6.0, 13.0, 12.0, 6.0, 30.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['1' '2' '1' '1'],0
4591,10115,132,95.57365817906435,0.9520500295573393,0.21111111111111125,0.2427490094227211,0.10000000000000009,0,0.0,0.02011035409486704,-8.536989559,42.39018663,-7.559886354,41.92742349,"[10.0, 57.0, 10.0, 1.0, 18.0, 8.0, 2.0, 50.0, 1.0]","[5.0, 24.0, 2.0, 1.0, 13.0, 3.0, 10.0, 20.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['1' '0' '1' '0'],0
4597,10115,138,250.85054948881253,0.9737161844789306,0.43333333333333346,0.28303858230294654,0.10000000000000009,0,0.0,0.015784468648364046,-8.536989559,42.39018663,-8.707801379,40.1378886,"[10.0, 57.0, 10.0, 1.0, 18.0, 8.0, 2.0, 50.0, 1.0]","[5.0, 50.0, 5.0, 1.0, 2.0, 8.0, -1.0, 50.0, 0.0]",['10.0' '10.0' '10.0' '10.0'],['7' '2' '0' '1'],0
4545,10114,126,150.18208049561414,0.9506278759361395,0.6555555555555557,0.6662225183211193,0.10000000000000009,0.75,163.18258241045223,0.4851820459087298,-8.447016111,42.08544891,-6.875651556,41.41469164,"[8.0, 40.0, 2.0, 1.0, 1.0, 10.0, 6.0, 30.0, 1.0]","[10.0, 40.0, 2.0, 1.0, 17.0, 6.0, 10.0, 30.0, 1.0]",['1.0' '1.0' '1.0' '1.0'],['2' '0' '1' '0'],0
4554,10114,135,189.49045719678662,0.9813276991056987,0.6555555555555557,0.5516009561083239,0.10000000000000009,0.8666666666666667,156.98463244053752,0.523192320820729,-8.447016111,42.08544891,-6.212813029,42.50134548,"[8.0, 40.0, 2.0, 1.0, 1.0, 10.0, 6.0, 30.0, 1.0]","[8.0, 44.0, 2.0, 6.0, 9.0, 6.0, 6.0, 30.0, 1.0]",['1.0' '1.0' '1.0' '1.0'],['5' '0' '1' '1'],0
4525,10114,106,29.461483948149944,0.9498665855222327,0.43333333333333346,0.3329174913386576,0.10000000000000009,0.6666666666666666,104.85950191033568,0.24454188619563305,-8.447016111,42.08544891,-8.264957351,41.85767914,"[8.0, 40.0, 2.0, 1.0, 1.0, 10.0, 6.0, 30.0, 1.0]","[8.0, 50.0, 2.0, 6.0, 17.0, 3.0, 2.0, 50.0, 1.0]",['1.0' '1.0' '1.0' '1.0'],['9' '0' '0' '1'],0
4553,10114,134,26.07136974386353,0.9942675245404868,0.43333333333333346,0.428093381281341,0.10000000000000009,0,0.0,0.021769901934922363,-8.447016111,42.08544891,-8.219124684,41.92328694,"[8.0, 40.0, 2.0, 1.0, 1.0, 10.0, 6.0, 30.0, 1.0]","[2.0, 27.0, 2.0, 1.0, 1.0, 6.0, 5.0, 20.0, 0.0]",['1.0' '1.0' '1.0' '1.0'],['0' '2' '1' '0'],0
4558,10114,139,182.85473577341747,0.9663354437586729,0.7666666666666668,0.6436532402859175,0.10000000000000009,0,0.0,0.01780857277343085,-8.447016111,42.08544891,-6.411657209,41.45302024,"[8.0, 40.0, 2.0, 1.0, 1.0, 10.0, 6.0, 30.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 11.0, 10.0, 6.0, 30.0, 1.0]",['1.0' '1.0' '1.0' '1.0'],['0' '2' '0' '1'],0
